age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_precedente_pct,heures_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_suivi_formation,annee_experience_avant_entreprise,mobilite_interne,evolution_note,utilisation_pee
42,F,6244,Célibataire,Commercial,Cadre Commercial,7,5,4,3,3,1,3,3,17,0,0,14,2,Transformation Digitale,Occasionnel,0,3,1,5,1,1,0
33,M,2799,Célibataire,Consulting,Assistant de Direction,3,3,2,3,1,2,3,3,11,1,0,1,4,Autre,Occasionnel,0,2,1,3,1,1,0
58,F,10552,Divorcé(e),Consulting,Manager,2,6,0,3,2,4,3,3,13,1,0,5,3,Entrepreunariat,Occasionnel,0,4,1,18,1,1,1
31,M,2329,Marié(e),Commercial,Représentant Commercial,3,7,7,2,3,2,4,3,15,0,0,7,4,Infra & Cloud,Occasionnel,5,2,1,6,0,1,0
35,F,4014,Marié(e),Consulting,Manager,1,10,6,4,4,4,1,4,25,1,0,21,1,Infra & Cloud,Occasionnel,0,7,1,0,1,1,1
49,F,7403,Marié(e),Consulting,Consultant,4,26,9,1,2,3,2,3,11,0,0,8,2,Autre,Occasionnel,1,7,1,3,1,0,1
48,M,2259,Marié(e),Consulting,Assistant de Direction,4,0,0,4,3,1,2,3,17,0,0,20,4,Transformation Digitale,Occasionnel,0,0,1,13,0,0,1
31,F,6932,Marié(e),Commercial,Cadre Commercial,1,9,8,4,3,4,2,3,13,0,0,20,2,Marketing,Aucun,0,0,1,0,1,0,1
36,M,4678,Célibataire,Consulting,Assistant de Direction,2,6,2,2,4,3,3,3,18,0,0,7,4,Autre,Occasionnel,0,1,1,2,1,0,0
38,F,13582,Marié(e),Consulting,Directeur Technique,1,15,12,4,1,2,3,3,13,0,0,1,3,Entrepreunariat,Occasionnel,5,11,1,0,1,0,1
32,F,2332,Marié(e),Consulting,Consultant,6,3,0,3,2,3,3,4,20,0,0,1,3,Infra & Cloud,Aucun,0,2,1,2,1,2,0
25,M,2413,Marié(e),Commercial,Représentant Commercial,1,1,0,3,2,3,3,3,18,1,1,19,2,Marketing,Occasionnel,0,0,1,0,1,1,1
40,M,9705,Divorcé(e),Commercial,Cadre Commercial,2,1,0,1,2,2,2,3,12,0,0,10,4,Marketing,Occasionnel,0,0,1,10,1,1,1
26,M,4294,Célibataire,Commercial,Cadre Commercial,1,7,7,3,1,2,3,3,12,0,0,1,3,Transformation Digitale,Frequent,0,7,1,0,0,1,0
41,M,4721,Célibataire,Consulting,Consultant,2,18,13,4,1,3,3,3,13,1,0,6,3,Transformation Digitale,Occasionnel,2,17,1,2,1,0,0
36,M,2519,Célibataire,Consulting,Consultant,4,11,8,3,3,3,3,4,21,0,0,2,4,Transformation Digitale,Occasionnel,3,9,1,5,1,1,0
19,M,2121,Célibataire,Commercial,Représentant Commercial,1,1,0,4,2,2,4,3,13,1,1,21,3,Autre,Occasionnel,0,0,1,0,1,1,0
20,M,2973,Célibataire,Consulting,Consultant,1,1,0,1,1,2,3,3,19,0,1,4,3,Entrepreunariat,Occasionnel,0,0,1,0,1,0,0
31,F,5855,Marié(e),Consulting,Manager,0,9,7,4,4,3,1,3,11,1,0,12,3,Transformation Digitale,Occasionnel,8,5,1,1,1,0,1
40,M,3617,Divorcé(e),Consulting,Assistant de Direction,8,1,1,4,2,4,3,3,14,1,0,9,4,Transformation Digitale,Frequent,0,0,1,2,0,0,1
32,F,6725,Marié(e),Consulting,Tech Lead,1,8,7,3,1,3,4,3,12,0,0,3,4,Transformation Digitale,Occasionnel,6,3,1,0,1,0,1
36,M,10325,Marié(e),Commercial,Cadre Commercial,1,16,7,3,4,1,3,3,11,1,1,3,1,Infra & Cloud,Occasionnel,3,7,1,0,1,1,1
33,F,6949,Célibataire,Consulting,Manager,0,5,0,2,4,1,3,3,14,0,0,1,3,Infra & Cloud,Occasionnel,1,4,1,1,1,1,0
37,M,10609,Marié(e),Commercial,Cadre Commercial,5,14,1,1,3,3,1,3,11,0,1,1,4,Infra & Cloud,Occasionnel,11,7,1,3,1,1,0
45,M,4447,Marié(e),Consulting,Consultant,1,9,7,3,2,2,2,3,12,0,0,4,2,Infra & Cloud,Aucun,0,8,1,0,1,0,0
29,F,2157,Marié(e),Commercial,Représentant Commercial,1,3,1,3,4,2,3,3,15,0,0,20,3,Entrepreunariat,Frequent,0,2,1,0,1,0,1
35,F,4601,Marié(e),Commercial,Cadre Commercial,1,5,2,3,3,2,3,3,16,0,0,18,3,Transformation Digitale,Occasionnel,1,0,1,0,1,0,0
52,M,17099,Marié(e),Consulting,Senior Manager,2,9,8,4,4,2,2,3,15,0,0,1,2,Infra & Cloud,Occasionnel,7,8,1,17,1,0,1
58,M,2479,Célibataire,Consulting,Assistant de Direction,4,1,0,4,3,1,3,4,24,0,1,2,3,Entrepreunariat,Occasionnel,0,0,1,6,1,1,0
53,M,14852,Divorcé(e),Commercial,Senior Manager,6,17,13,3,3,3,4,3,13,0,0,2,2,Transformation Digitale,Occasionnel,15,2,1,5,1,0,1
30,M,7264,Divorcé(e),Commercial,Cadre Commercial,5,8,4,3,3,1,4,3,11,0,0,8,2,Autre,Occasionnel,7,7,1,2,1,0,1
38,F,5666,Célibataire,Commercial,Cadre Commercial,1,5,3,3,4,2,3,3,13,1,0,10,3,Entrepreunariat,Aucun,1,3,1,1,1,0,0
35,M,7823,Divorcé(e),Commercial,Cadre Commercial,6,10,9,4,4,2,3,3,13,0,0,3,4,Infra & Cloud,Occasionnel,0,8,1,2,1,0,1
39,M,7880,Célibataire,Commercial,Cadre Commercial,0,8,7,1,3,4,3,3,18,0,0,2,5,Infra & Cloud,Occasionnel,0,7,1,1,1,-1,0
40,F,13194,Célibataire,Commercial,Cadre Commercial,4,1,0,2,2,4,2,3,16,1,1,24,3,Infra & Cloud,Aucun,0,0,1,21,1,-1,0
47,M,5067,Divorcé(e),Consulting,Tech Lead,1,19,10,3,3,3,4,3,19,1,0,16,4,Transformation Digitale,Frequent,2,7,1,1,1,-1,0
36,M,5079,Divorcé(e),Commercial,Cadre Commercial,4,7,7,1,4,4,3,3,13,0,0,8,4,Entrepreunariat,Aucun,0,7,1,5,0,0,1
31,M,2321,Célibataire,Consulting,Assistant de Direction,0,3,2,3,1,1,3,4,22,1,1,9,2,Transformation Digitale,Aucun,1,2,0,1,1,2,0
33,M,17444,Célibataire,Commercial,Senior Manager,1,10,8,4,3,4,3,3,11,0,0,17,3,Infra & Cloud,Aucun,6,0,1,0,1,0,0
29,F,2404,Célibataire,Consulting,Assistant de Direction,6,0,0,4,1,3,3,4,20,1,1,10,3,Infra & Cloud,Occasionnel,0,0,1,3,0,2,0
33,F,3452,Célibataire,Consulting,Assistant de Direction,3,3,2,2,4,1,3,3,18,0,0,13,1,Infra & Cloud,Occasionnel,0,2,1,2,1,0,0
45,F,2270,Divorcé(e),Consulting,Consultant,3,5,3,4,4,4,3,3,14,0,0,1,4,Transformation Digitale,Occasionnel,0,2,1,3,1,0,1
50,M,17399,Divorcé(e),Consulting,Directeur Technique,9,5,4,4,4,3,2,4,22,0,0,1,2,Transformation Digitale,Occasionnel,1,3,1,27,1,1,1
33,F,5488,Marié(e),Consulting,Manager,1,6,5,3,2,1,3,3,13,1,0,1,4,Autre,Frequent,1,2,1,0,1,-1,1
41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,18,16,1,3,2,4,3,17,0,0,9,3,Transformation Digitale,Frequent,0,11,1,3,1,0,1
27,F,2811,Marié(e),Consulting,Consultant,9,2,2,3,2,2,3,3,14,0,0,16,4,Entrepreunariat,Occasionnel,2,2,1,2,0,0,1
45,M,3633,Marié(e),Consulting,Consultant,1,9,8,4,1,3,3,3,15,1,0,23,2,Infra & Cloud,Aucun,0,8,1,0,1,0,1
47,F,4163,Célibataire,Commercial,Cadre Commercial,1,9,0,4,4,3,3,3,17,1,0,4,2,Infra & Cloud,Occasionnel,0,7,0,0,1,0,0
30,F,2132,Marié(e),Consulting,Assistant de Direction,4,5,2,1,3,2,3,3,11,1,1,22,3,Infra & Cloud,Occasionnel,0,1,1,2,1,0,0
50,M,13973,Marié(e),Consulting,Tech Lead,3,12,11,4,3,4,3,3,18,1,0,24,3,Infra & Cloud,Occasionnel,1,5,1,10,1,0,1
38,M,2684,Marié(e),Consulting,Assistant de Direction,0,2,1,3,3,2,2,3,17,0,0,10,1,Transformation Digitale,Frequent,0,2,0,1,1,0,1
46,M,10845,Divorcé(e),Consulting,Tech Lead,6,8,7,4,3,2,3,3,13,0,0,7,2,Transformation Digitale,Occasionnel,0,7,1,5,1,0,1
24,F,4377,Divorcé(e),Consulting,Tech Lead,1,4,2,4,3,2,3,3,15,0,0,17,1,Transformation Digitale,Occasionnel,3,2,1,1,1,1,1
35,M,3743,Divorcé(e),Consulting,Consultant,1,4,2,3,2,4,1,4,24,1,1,14,4,Autre,Occasionnel,0,2,1,1,1,2,1
31,F,4148,Marié(e),Consulting,Tech Lead,1,4,3,3,1,3,3,3,12,0,0,1,1,Infra & Cloud,Frequent,0,3,1,0,1,0,1
18,M,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,2,4,4,3,3,15,0,0,5,2,Infra & Cloud,Aucun,0,0,1,0,0,0,0
54,F,10739,Marié(e),Consulting,Tech Lead,8,10,7,3,3,3,3,3,11,0,0,17,3,Entrepreunariat,Occasionnel,0,8,1,12,1,0,1
35,F,10388,Divorcé(e),Consulting,Manager,1,16,10,3,3,3,2,3,11,1,0,25,4,Transformation Digitale,Occasionnel,10,1,1,0,1,0,1
30,F,11416,Marié(e),Consulting,Directeur Technique,0,8,7,2,1,3,2,3,12,1,0,8,2,Infra & Cloud,Occasionnel,1,7,1,1,1,-1,1
20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,0,4,1,1,3,3,15,1,1,11,3,Transformation Digitale,Occasionnel,0,0,1,0,1,1,0
30,F,2422,Célibataire,Consulting,Consultant,0,3,2,2,2,1,3,3,17,0,1,5,3,Transformation Digitale,Frequent,1,2,1,1,1,0,0
26,M,5472,Marié(e),Consulting,Tech Lead,1,8,7,4,4,2,3,3,12,0,0,2,2,Transformation Digitale,Occasionnel,1,3,1,0,1,-1,0
22,M,2451,Marié(e),Consulting,Consultant,1,4,3,2,1,1,2,3,15,0,0,8,1,Infra & Cloud,Occasionnel,1,1,1,0,1,2,1
48,M,4240,Célibataire,Consulting,Manager,2,2,2,1,3,4,3,3,13,0,0,6,3,Infra & Cloud,Occasionnel,2,2,0,17,0,1,0
48,M,10999,Célibataire,Consulting,Manager,7,15,11,3,3,2,3,3,14,0,0,4,4,Infra & Cloud,Occasionnel,4,8,1,12,1,1,0
41,F,5003,Célibataire,Consulting,Tech Lead,6,2,2,4,3,2,3,3,14,0,0,7,2,Transformation Digitale,Occasionnel,2,1,1,6,0,0,0
39,F,12742,Marié(e),Consulting,Tech Lead,1,21,6,4,4,3,3,3,16,0,0,1,1,Infra & Cloud,Occasionnel,11,8,1,0,1,1,1
27,F,4227,Marié(e),Consulting,Tech Lead,0,3,2,1,4,2,3,3,18,0,0,2,4,Infra & Cloud,Occasionnel,2,2,1,1,1,0,1
35,M,3917,Divorcé(e),Consulting,Consultant,1,3,2,2,4,1,2,4,20,0,0,10,3,Autre,Occasionnel,1,2,1,0,1,1,1
42,M,18303,Marié(e),Commercial,Senior Manager,6,1,0,4,3,2,4,3,13,0,0,5,2,Marketing,Occasionnel,0,0,1,20,1,0,0
50,M,2380,Marié(e),Consulting,Consultant,4,1,0,1,4,2,3,3,18,0,0,9,3,Infra & Cloud,Occasionnel,0,0,1,7,1,0,0
59,F,13726,Célibataire,Consulting,Tech Lead,3,5,3,3,4,1,3,3,13,1,0,2,3,Infra & Cloud,Occasionnel,4,3,1,25,1,1,0
37,F,4777,Marié(e),Consulting,Manager,5,1,0,1,2,1,1,3,15,0,1,11,2,Transformation Digitale,Occasionnel,0,0,1,14,1,2,0
55,M,6385,Marié(e),Consulting,Manager,3,8,7,3,2,4,3,3,14,1,0,18,4,Transformation Digitale,Frequent,6,7,1,9,1,0,1
41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,16,2,3,2,3,4,22,0,0,7,1,Infra & Cloud,Aucun,5,10,1,0,1,3,1
38,M,6861,Célibataire,Commercial,Cadre Commercial,8,1,0,2,4,3,3,3,12,1,0,3,4,Infra & Cloud,Occasionnel,0,0,1,18,1,0,0
26,M,4969,Célibataire,Commercial,Cadre Commercial,8,2,2,2,1,4,3,3,18,0,1,29,2,Transformation Digitale,Aucun,2,2,1,5,0,2,0
52,F,19845,Marié(e),Commercial,Senior Manager,1,32,14,1,4,4,3,3,15,0,1,2,1,Marketing,Occasionnel,6,9,1,1,1,2,1
44,F,13320,Marié(e),Commercial,Cadre Commercial,3,12,11,4,4,3,3,3,18,1,0,28,3,Transformation Digitale,Occasionnel,11,11,1,11,1,-1,1
50,F,6347,Marié(e),Commercial,Cadre Commercial,0,18,7,4,3,1,3,3,12,0,0,1,3,Infra & Cloud,Aucun,0,13,1,1,1,0,1
36,F,2743,Célibataire,Consulting,Consultant,1,17,13,3,1,3,3,3,16,0,1,16,4,Infra & Cloud,Occasionnel,15,14,1,1,1,-1,0
39,F,10880,Célibataire,Consulting,Tech Lead,1,21,6,4,1,3,3,3,13,1,0,22,3,Transformation Digitale,Frequent,2,8,1,0,1,0,0
33,F,2342,Célibataire,Commercial,Représentant Commercial,0,2,2,2,4,4,2,3,19,0,0,8,1,Infra & Cloud,Aucun,2,2,1,1,0,1,0
45,F,17650,Marié(e),Commercial,Senior Manager,3,9,3,4,4,2,4,3,13,0,0,11,2,Infra & Cloud,Occasionnel,1,1,1,17,1,0,1
32,F,4025,Célibataire,Consulting,Consultant,9,8,7,4,3,2,3,3,12,0,0,29,4,Transformation Digitale,Aucun,7,7,1,2,1,0,0
34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,15,1,2,4,4,2,3,11,0,0,1,4,Marketing,Occasionnel,0,9,1,1,1,-1,1
59,M,11904,Marié(e),Commercial,Senior Manager,3,6,4,2,4,3,1,3,14,1,0,1,2,Entrepreunariat,Occasionnel,0,4,1,8,1,0,1
45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,3,2,2,1,3,3,16,0,0,24,4,Transformation Digitale,Occasionnel,0,4,1,0,1,0,0
53,F,7525,Marié(e),Commercial,Cadre Commercial,2,15,7,3,2,1,3,3,12,0,0,2,3,Marketing,Frequent,6,12,1,15,1,1,1
36,M,4834,Divorcé(e),Consulting,Consultant,7,1,0,1,3,2,2,3,14,0,1,15,3,Autre,Occasionnel,0,0,1,8,1,0,1
26,M,2042,Marié(e),Consulting,Assistant de Direction,6,3,2,1,1,2,3,3,14,1,1,2,3,Infra & Cloud,Frequent,1,2,1,3,1,0,1
34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,3,3,4,3,3,19,1,0,10,4,Infra & Cloud,Occasionnel,0,0,1,0,0,0,1
28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,0,4,2,2,3,4,22,0,0,10,1,Transformation Digitale,Occasionnel,0,0,1,0,1,1,0
38,M,2821,Marié(e),Consulting,Assistant de Direction,3,2,2,3,3,1,3,3,16,0,0,3,4,Autre,Frequent,2,2,1,6,0,0,1
50,M,19237,Marié(e),Consulting,Directeur Technique,2,8,1,2,3,4,2,3,11,1,0,2,4,Transformation Digitale,Occasionnel,7,7,1,21,1,0,1
37,F,4107,Célibataire,Consulting,Manager,3,4,3,4,2,1,2,3,15,0,0,3,3,Autre,Occasionnel,0,1,1,4,1,0,0
40,M,8396,Marié(e),Commercial,Cadre Commercial,1,7,7,3,1,2,2,3,14,0,0,26,3,Marketing,Occasionnel,7,5,1,1,0,0,1
26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,3,1,3,3,3,3,13,0,0,1,1,Transformation Digitale,Frequent,1,3,1,0,1,1,1
46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,2,2,4,4,4,3,3,17,0,0,1,4,Transformation Digitale,Occasionnel,2,2,0,21,0,0,1
54,F,10686,Marié(e),Commercial,Cadre Commercial,6,9,4,3,3,2,3,3,11,0,0,2,4,Infra & Cloud,Occasionnel,7,0,1,4,1,1,1
56,F,2942,Marié(e),Consulting,Assistant de Direction,2,5,4,1,3,2,3,3,19,0,0,9,3,Transformation Digitale,Frequent,0,3,1,13,1,0,1
36,F,8858,Célibataire,Consulting,Tech Lead,0,14,8,4,4,2,2,3,11,0,0,12,5,Transformation Digitale,Occasionnel,7,8,1,1,1,1,0
55,M,16756,Célibataire,Consulting,Senior Manager,7,9,7,3,1,2,4,3,15,0,0,2,1,Transformation Digitale,Aucun,6,2,1,22,1,1,0
43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,1,0,3,4,3,3,3,13,0,0,25,3,Transformation Digitale,Occasionnel,0,0,1,17,1,1,1
20,F,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,4,4,2,3,3,14,1,1,9,3,Marketing,Frequent,0,2,1,0,0,0,0
21,F,1416,Célibataire,Consulting,Consultant,1,1,0,3,1,1,2,3,13,0,1,10,3,Infra & Cloud,Occasionnel,1,0,1,0,1,1,0
46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,16,13,4,1,1,3,4,23,1,0,8,4,Infra & Cloud,Occasionnel,1,7,1,3,1,2,1
51,M,2461,Marié(e),Consulting,Assistant de Direction,9,10,0,1,3,3,4,3,12,1,1,4,4,Infra & Cloud,Occasionnel,2,7,1,8,1,0,1
28,M,8722,Célibataire,Consulting,Manager,1,10,7,2,1,1,2,3,12,0,1,24,2,Entrepreunariat,Aucun,1,9,1,0,1,1,0
26,M,3955,Marié(e),Consulting,Consultant,1,5,3,1,1,1,3,3,16,0,0,1,2,Transformation Digitale,Occasionnel,1,3,1,1,1,1,1
30,M,9957,Marié(e),Consulting,Tech Lead,0,6,2,3,1,3,2,3,15,0,0,20,3,Autre,Occasionnel,0,2,1,1,1,0,1
41,F,3376,Marié(e),Consulting,Assistant de Direction,1,10,6,2,3,3,3,3,13,0,0,7,2,Entrepreunariat,Occasionnel,0,8,1,0,1,-1,0
38,F,8823,Marié(e),Consulting,Manager,0,19,9,3,3,1,2,3,18,0,0,17,1,Infra & Cloud,Occasionnel,1,9,1,1,1,1,1
40,M,10322,Marié(e),Consulting,Manager,4,11,10,1,4,4,3,4,20,0,0,20,4,Entrepreunariat,Occasionnel,11,1,1,3,1,1,1
27,M,4621,Marié(e),Consulting,Consultant,1,3,2,1,3,4,3,3,19,0,0,8,5,Infra & Cloud,Aucun,1,2,1,0,1,2,1
55,M,10976,Marié(e),Consulting,Tech Lead,3,3,2,4,2,2,3,3,18,0,0,2,1,Infra & Cloud,Frequent,1,2,1,20,1,0,1
28,F,3660,Célibataire,Consulting,Assistant de Direction,3,8,7,3,3,4,4,3,13,0,0,10,3,Autre,Occasionnel,1,7,1,2,1,0,0
44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,20,6,2,1,4,3,3,14,0,1,1,2,Transformation Digitale,Occasionnel,3,6,1,4,1,1,1
33,M,7119,Divorcé(e),Consulting,Manager,4,3,2,4,4,3,3,3,15,0,0,5,3,Infra & Cloud,Occasionnel,1,2,1,6,1,1,1
35,M,9582,Célibataire,Commercial,Cadre Commercial,0,8,7,4,1,1,3,4,22,1,1,4,3,Entrepreunariat,Occasionnel,4,7,1,1,1,1,0
33,F,4508,Célibataire,Consulting,Assistant de Direction,1,13,7,1,3,2,3,4,22,0,1,29,4,Transformation Digitale,Frequent,3,8,1,1,1,2,0
28,M,2207,Divorcé(e),Consulting,Consultant,1,4,2,1,3,4,2,3,16,0,0,15,2,Infra & Cloud,Occasionnel,2,2,1,0,1,0,1
34,M,7756,Célibataire,Consulting,Manager,0,6,2,1,4,3,2,3,17,0,0,3,1,Infra & Cloud,Frequent,0,4,1,1,1,0,0
37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,1,0,4,4,3,3,3,14,1,0,10,4,Infra & Cloud,Occasionnel,0,0,1,7,1,1,1
25,M,3691,Marié(e),Consulting,Consultant,1,7,7,4,4,2,4,3,15,1,1,4,1,Entrepreunariat,Occasionnel,5,6,1,0,0,0,1
26,M,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,3,3,2,4,20,0,1,21,3,Transformation Digitale,Occasionnel,0,0,0,0,0,1,1
33,M,2313,Célibataire,Consulting,Assistant de Direction,4,2,2,1,2,2,3,4,20,1,1,25,3,Transformation Digitale,Occasionnel,2,2,0,3,0,2,0
42,M,17665,Marié(e),Consulting,Senior Manager,0,22,6,4,1,4,3,3,17,0,0,2,2,Transformation Digitale,Occasionnel,13,7,1,1,1,0,1
28,M,2596,Divorcé(e),Consulting,Consultant,1,1,0,1,2,1,3,3,15,0,1,1,3,Transformation Digitale,Frequent,0,0,1,0,1,1,1
50,M,4728,Célibataire,Commercial,Cadre Commercial,3,0,0,4,3,4,3,3,14,1,1,1,4,Autre,Frequent,0,0,1,5,0,0,0
33,F,4302,Marié(e),Commercial,Cadre Commercial,0,3,2,4,2,3,3,3,17,0,0,7,3,Infra & Cloud,Frequent,0,2,1,1,1,0,1
34,M,2979,Marié(e),Consulting,Assistant de Direction,3,0,0,3,4,4,3,3,17,0,0,3,4,Infra & Cloud,Aucun,0,0,1,6,0,1,1
48,M,16885,Célibataire,Consulting,Senior Manager,2,5,4,1,4,3,2,4,22,0,0,1,4,Transformation Digitale,Aucun,2,1,1,22,1,0,0
45,F,5593,Marié(e),Commercial,Cadre Commercial,1,15,10,2,3,4,3,3,13,0,0,9,4,Infra & Cloud,Aucun,4,12,1,0,1,1,1
52,M,10445,Célibataire,Consulting,Manager,7,8,6,2,2,4,3,3,19,0,0,7,4,Infra & Cloud,Occasionnel,4,0,1,10,1,0,0
38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,8,7,3,3,2,3,3,14,1,0,10,4,Marketing,Occasionnel,2,7,1,1,1,1,1
29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,7,5,3,4,1,3,4,22,0,0,28,4,Infra & Cloud,Occasionnel,1,7,1,4,1,1,1
28,F,7655,Divorcé(e),Consulting,Tech Lead,0,9,7,4,2,2,2,3,17,0,0,3,3,Transformation Digitale,Occasionnel,1,7,1,1,1,0,1
46,M,17465,Marié(e),Commercial,Senior Manager,3,12,9,1,3,4,3,3,12,0,0,3,1,Marketing,Occasionnel,4,9,1,11,1,0,1
38,M,7351,Célibataire,Commercial,Cadre Commercial,7,1,0,4,2,3,3,3,16,0,0,2,2,Marketing,Occasionnel,0,0,1,9,1,0,0
43,F,10820,Marié(e),Consulting,Tech Lead,8,8,7,3,1,3,3,3,11,0,0,27,3,Infra & Cloud,Frequent,0,1,1,10,1,0,1
39,M,12169,Divorcé(e),Consulting,Manager,7,18,7,1,4,4,3,3,11,0,1,2,3,Infra & Cloud,Frequent,11,5,1,3,1,0,1
40,M,19626,Célibataire,Consulting,Directeur Technique,1,20,7,3,3,1,4,3,14,0,0,14,3,Transformation Digitale,Occasionnel,4,9,1,1,1,1,0
21,F,2070,Célibataire,Consulting,Assistant de Direction,1,2,2,4,2,3,4,3,11,1,0,1,1,Entrepreunariat,Occasionnel,2,2,1,0,0,1,0
39,M,6782,Célibataire,Consulting,Consultant,9,5,4,3,2,3,2,3,15,0,0,9,3,Infra & Cloud,Aucun,0,3,1,4,1,0,0
36,M,7779,Célibataire,Consulting,Tech Lead,2,11,9,1,4,1,3,4,20,0,0,18,4,Infra & Cloud,Aucun,0,9,0,7,1,1,0
31,M,2791,Marié(e),Commercial,Représentant Commercial,0,2,2,3,4,1,3,3,12,0,0,20,3,Infra & Cloud,Frequent,2,2,1,1,0,-1,1
28,M,3201,Marié(e),Consulting,Assistant de Direction,0,5,3,1,2,1,1,3,17,0,0,2,1,Infra & Cloud,Occasionnel,0,4,1,1,1,1,0
35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,2,4,4,4,3,3,11,0,0,11,2,Marketing,Frequent,0,2,1,0,1,0,1
49,M,13120,Marié(e),Commercial,Cadre Commercial,6,9,8,4,2,2,3,3,17,0,0,8,4,Entrepreunariat,Occasionnel,2,3,1,13,1,1,1
34,M,4033,Célibataire,Consulting,Tech Lead,2,3,2,4,3,4,2,3,11,0,0,2,2,Infra & Cloud,Frequent,0,2,1,2,1,0,0
29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,7,5,4,2,4,2,3,14,0,0,10,3,Infra & Cloud,Frequent,1,1,1,1,1,0,1
42,M,4272,Célibataire,Consulting,Consultant,4,1,0,2,4,1,3,3,19,0,0,29,3,Transformation Digitale,Occasionnel,0,0,1,15,1,2,0
29,M,5056,Marié(e),Consulting,Tech Lead,1,10,7,2,4,3,2,3,15,1,0,8,1,Transformation Digitale,Occasionnel,1,2,1,0,1,1,1
38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,6,3,3,4,4,3,13,0,0,1,3,Ressources Humaines,Occasionnel,5,0,1,0,1,-1,1
28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,1,3,3,4,3,3,14,1,0,6,3,Infra & Cloud,Frequent,0,2,1,0,1,1,1
18,M,1904,Célibataire,Consulting,Consultant,1,0,0,3,3,4,3,3,12,0,1,8,1,Transformation Digitale,Aucun,0,0,0,0,0,0,0
33,F,8224,Célibataire,Commercial,Cadre Commercial,0,5,2,1,1,1,3,3,17,1,1,9,4,Marketing,Occasionnel,0,3,1,1,1,0,0
41,M,4766,Marié(e),Consulting,Consultant,3,1,0,2,4,1,3,3,11,1,0,12,4,Infra & Cloud,Occasionnel,0,0,1,5,1,0,1
31,M,2610,Marié(e),Consulting,Consultant,1,2,2,3,3,3,2,3,12,0,1,15,3,Transformation Digitale,Frequent,2,2,1,0,0,0,1
37,F,5731,Divorcé(e),Consulting,Manager,7,6,2,3,4,3,3,3,13,0,0,25,2,Transformation Digitale,Occasionnel,1,3,1,3,1,1,1
27,M,2539,Marié(e),Consulting,Assistant de Direction,1,4,2,4,3,3,3,3,13,0,0,6,3,Infra & Cloud,Occasionnel,2,2,0,0,1,1,1
34,F,5714,Marié(e),Commercial,Cadre Commercial,1,6,5,2,3,1,2,4,20,0,0,9,1,Infra & Cloud,Occasionnel,1,3,1,0,1,1,0
35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,5,4,3,3,2,1,3,17,0,0,8,4,Entrepreunariat,Occasionnel,1,4,1,1,1,0,0
29,F,7336,Marié(e),Commercial,Cadre Commercial,1,11,8,4,1,1,1,3,13,0,1,23,1,Infra & Cloud,Occasionnel,3,10,1,0,1,1,1
40,F,13499,Célibataire,Consulting,Directeur Technique,9,18,7,2,3,3,2,3,17,0,0,9,4,Transformation Digitale,Frequent,2,13,1,2,1,0,0
42,M,13758,Célibataire,Commercial,Cadre Commercial,0,21,9,3,1,2,2,3,12,1,1,12,3,Infra & Cloud,Frequent,13,14,1,1,1,0,0
42,M,5155,Célibataire,Commercial,Cadre Commercial,7,6,4,2,1,4,4,3,13,0,0,4,4,Marketing,Occasionnel,1,5,1,3,1,0,0
35,M,2258,Marié(e),Consulting,Consultant,6,8,0,4,3,2,3,3,12,0,0,1,4,Transformation Digitale,Occasionnel,1,7,1,2,1,1,1
24,M,3597,Célibataire,Consulting,Consultant,8,4,3,4,2,4,3,4,22,0,0,24,3,Transformation Digitale,Occasionnel,1,2,1,2,1,1,0
